0.2852,0.30674,1.3241,0.039876,0.19749,10,0.075297,-34.554
0.038098,0.13939,1.616,0.036585,0.29583,10,0.077912,-33.939
0.070738,0.93036,0.99106,0.064824,0.18868,10,0.077957,-33.929
0.30957,0.81243,0.92145,0.085927,0.16837,10,0.078679,-33.763
0.021879,0.0805,1.3586,0.061368,0.25045,10,0.079108,-33.665
0.016713,0.056317,1.2873,0.058128,0.15634,10,0.079547,-33.565
0.579,0.13659,0.99391,0.021379,0.077667,10,0.080851,-33.273
0.77389,0.014118,0.99985,0.052064,0.20244,10,0.081067,-33.225
0.11477,0.55086,0.92959,0.037757,0.08649,10,0.081201,-33.195
7.6299e-06,0.0037303,0.00014597,0.060354,0.10696,10,0.081329,-33.167
0.43319,0.51982,0.98113,0.072087,0.10163,10,0.081478,-33.134
0.1202,0.0421,1.0957,0.039932,0.098222,10,0.08174,-33.076
0.39417,0.97283,0.91668,0.014565,0.088364,10,0.082245,-32.965
0.9712,0.74585,0.84009,0.049274,0.12391,10,0.082257,-32.962
0.057892,0.83754,0.97128,0.090083,0.24196,10,0.082257,-32.962
0.98535,0.95846,0.99485,0.028143,0.15066,10,0.0823,-32.953
0.034139,0.51288,1.2608,0.0032486,0.09346,10,0.082316,-32.949
0.42121,0.88354,1.1563,0.11614,0.17977,10,0.082499,-32.909
0.85589,0.75267,0.79177,0.04752,0.12092,10,0.082626,-32.882
0.050604,0.12719,1.0448,0.033709,0.1305,10,0.082654,-32.876
0.067768,0.088371,0.93652,0.037728,0.16015,10,0.082737,-32.858
0.64744,0.5579,0.96065,0.053767,0.17543,10,0.082756,-32.853
0.9513,0.31095,0.77024,0.031923,0.091931,10,0.082793,-32.845
0.27746,0.56631,0.87475,0.038537,0.079919,10,0.082804,-32.843
0.88101,0.34212,0.86577,0.054858,0.12714,10,0.082872,-32.828
0.44107,0.28339,0.92642,0.071932,0.15222,10,0.082873,-32.828
0.7044,0.072131,0.92495,0.08996,0.27009,10,0.083022,-32.796
0.24527,0.12538,1.1863,0.0013301,0.073268,10,0.083051,-32.789
0.26571,0.068264,1.3746,0.0057263,0.11969,10,0.083078,-32.783
0.11536,0.9767,0.95707,0.04478,0.10917,10,0.083145,-32.769
0.50719,0.61184,0.93975,0.059042,0.16862,10,0.083207,-32.756
0.017587,0.19125,1.0999,0.084917,0.12482,10,0.083435,-32.706
0.31614,0.067382,0.96844,0.033552,0.12559,10,0.083451,-32.703
0.16892,0.00039872,0.82718,0.064515,0.13982,10,0.083474,-32.698
0.21505,0.21419,1.2807,0.11229,0.24117,10,0.083484,-32.696
0.76362,0.14735,0.97649,0.061874,0.15486,10,0.083524,-32.687
0.49243,0.069569,0.97839,0.040519,0.14885,10,0.083631,-32.664
0.12571,0.15307,0.85438,0.068935,0.11455,10,0.083709,-32.647
0.23533,0.26221,1.0723,0.069543,0.17844,10,0.083726,-32.644
0.62924,0.27807,0.96385,0.047625,0.15951,10,0.083746,-32.639
0.6086,0.18915,0.87834,0.046956,0.14653,10,0.083752,-32.638
0.73269,0.58427,0.98221,0.078275,0.25756,10,0.083775,-32.633
0.3756,0.30734,0.97572,0.029216,0.092963,10,0.083789,-32.63
0.026018,0.11114,0.94433,0.038787,0.17388,10,0.083838,-32.62
0.52777,0.7876,0.99425,0.076476,0.1395,10,0.083844,-32.618
0.87592,0.81454,0.80288,0.028793,0.083723,10,0.083884,-32.61
0.7271,0.13315,0.96371,0.057839,0.17378,10,0.084098,-32.564
0.82215,0.089221,0.96856,0.096478,0.19678,10,0.084113,-32.561
0.28506,0.2535,0.95511,0.065704,0.22079,10,0.084134,-32.556
0.88634,0.48788,0.90078,0.10686,0.18604,10,0.084228,-32.536
