0.00029552,0.062262,0.10635,0,0.00236,10,0.11276,-29.285
0.001619,0.29869,0.077103,0,9.2066e-05,10,0.11563,-28.832
0.0026172,0.21276,0.096532,0,0.0029785,10,0.11666,-28.672
0.00161,0.1436,0.08802,0,0.0014457,10,0.11737,-28.563
0.0030418,0.55424,0.075206,0,0.00034788,10,0.11751,-28.543
0.0014149,0.18201,0.090328,0,0.00026464,10,0.11758,-28.531
0.0035207,0.34479,0.076932,0,0.00042695,10,0.1184,-28.406
0.0041187,0.96809,0.086009,0,0.0043735,10,0.11952,-28.237
0.0051231,0.45548,0.10164,0,0.0077844,10,0.12047,-28.095
0.0042106,0.61343,0.077297,0,0.0003962,10,0.12167,-27.916
0.0034919,0.26869,0.095366,0,0.0027251,10,0.12274,-27.758
0.0033082,0.26189,0.080037,0,0.00074078,10,0.12377,-27.608
0.0045323,0.31952,0.097398,0,0.0038934,10,0.1239,-27.589
0.001282,0.14833,0.093034,0,0.00096576,10,0.12408,-27.564
0.011851,0.4606,0.086502,0,0.00018148,10,0.12424,-27.54
0.0082262,0.39957,0.085985,0,0.0030394,10,0.12477,-27.463
0.0028391,0.19359,0.093022,0,0.0032563,10,0.12515,-27.408
0.0039439,0.16261,0.094547,0,0.0010472,10,0.12527,-27.391
0.0089817,0.62694,0.10424,0,0.010949,10,0.12543,-27.368
0.0076029,0.84944,0.092996,0,0.0067634,10,0.12546,-27.364
0.0028796,0.19378,0.11693,0,0.0065041,10,0.1255,-27.359
0.0044163,0.8664,0.067653,0,0.00084711,10,0.12563,-27.339
0.00097472,0.12479,0.10087,0,0.00031548,10,0.12565,-27.337
0.0029322,0.43722,0.099994,0,0.002995,10,0.12575,-27.322
0.0043565,0.35692,0.080162,0,0.0049283,10,0.1262,-27.258
0.0037537,0.33841,0.10666,0,0.0045196,10,0.12644,-27.223
0.0010568,0.092907,0.10306,0,0.0030134,10,0.12669,-27.188
0.0031904,0.61918,0.097841,0,0.0011703,10,0.12698,-27.147
0.0025938,0.24397,0.10793,0,0.00015668,10,0.12711,-27.129
0.0015451,0.11786,0.10883,0,0.0049902,10,0.12728,-27.105
0.0035068,0.23667,0.090406,0,0.0020439,10,0.12765,-27.052
0.001051,0.075569,0.10904,0,0.0016962,10,0.12774,-27.039
0.0013662,0.26685,0.083239,0,0.0064544,10,0.12811,-26.988
0.00038426,0.19865,0.073716,0,0.0024251,10,0.12845,-26.94
0.0017965,0.55442,0.090711,0,0.0054878,10,0.12852,-26.929
0.0013785,0.12363,0.09039,0,0.0014419,10,0.12892,-26.875
0.0003879,0.045052,0.11107,0,0.014116,10,0.12905,-26.856
0.0011572,0.16849,0.11531,0,5.138e-05,10,0.12933,-26.817
0.00032737,0.024554,0.11842,0,0.0052034,10,0.12952,-26.791
0.00088789,0.058691,0.12148,0,0.0018843,10,0.12954,-26.787
0.0056284,0.76079,0.12261,0,0.0062162,10,0.12966,-26.772
0.0026068,0.28271,0.071533,0,0.0044407,10,0.13,-26.724
0.0022164,0.14619,0.11092,0,0.00010298,10,0.13003,-26.72
0.00074756,0.072027,0.092009,0,0.0015859,10,0.13039,-26.671
0.018058,0.68516,0.095927,0,0.0038056,10,0.13044,-26.663
0.00022696,0.080492,0.1212,0,0.012541,10,0.13074,-26.622
0.00060918,0.13396,0.073025,0,0.00050915,10,0.13077,-26.617
0.00030144,0.056359,0.10187,0,0.00249,10,0.13082,-26.61
0.00072624,0.16995,0.082564,0,0.003892,10,0.131,-26.586
0.0039527,0.19297,0.089779,0,0.0049092,10,0.13121,-26.557
